ID,generation,school1,major type,major1_1,major1_2,major_data,job,class1,class2,class3,class4,re_registration,contest_award,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,previous_class_8,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participation,idea_contest,onedayclass_topic,completed
TRAIN_256,9,11,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),사회과학,True,대학생,1,2.0,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,"IT (컴퓨터 공학 포함), 사회과학, 예체능",취업,4.0,개인,1.0,"B. 데이터 분석가, C. 데이터 사이언티스트, I. 마케터",없음,"ADsP, SQLD, 구글 애널리스트","B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),오프라인,100명 이상의 리스너와 10명 이상의 현직자,리스너와 현직자가 자리에 많으면 많을수록 얻어가는 것이 더 많을 것이라고 생각.,네이버,"M. 전문, 과학 및 기술 서비스업, S. 협회 및 단체, 수리 및 기타 개인 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등)",1
TRAIN_257,9,15,단일 전공,사회과학,,False,대학생,5,12.0,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,,사회과학,취업,8.0,팀,2.0,"G. PM/서비스 기획자, I. 마케터",없음,"ADsP, SQLD",A. 금융 / 보험 직무,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,집중과 교류,현대카드,K. 금융 및 보험업,,,SQL 응용,0
TRAIN_258,9,4,단일 전공,경영학,,True,대학생,6,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",혼자 공부하기 어려워서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,,공학 (컴퓨터 공학 제외),취업,8.0,팀,3.0,G. PM/서비스 기획자,없음,"ADsP, 정보처리기사",F. PM / 서비스 기획자,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,적은 인원으로 진행해야 효과적일 것 같습니다.,카카오스타일,"M. 전문, 과학 및 기술 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등)",0
TRAIN_259,9,3,"복수 전공 ( 다중전공, 이중전공 포함 )",예체능,IT(컴퓨터 공학 포함),False,대학생,4,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0002 : SQL 문법 기초반,IT (컴퓨터 공학 포함),대학원 진학,6.0,개인,3.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트, D. 인공지능 전문가",ADsP,"SQLD, 빅데이터 분석 기사, 태블로 관련 자격증",D. 소프트웨어 개발자,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),스타트업 C-level,"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양항 현직자를  만날 수 있어서,비프로11,"R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용",0
TRAIN_260,9,2,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,11,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,인적 네트워크,네. 온라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0008 : 데이터 분석 모델링반 (ML1),IT (컴퓨터 공학 포함),대학원 진학,6.0,팀,2.0,D. 인공지능 전문가,없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사",D. 소프트웨어 개발자,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),오프라인,100명 이상의 리스너와 10명 이상의 현직자,다양하게 하고싶어서,lg,T. 가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동,,,머신러닝 / 딥러닝 응용,1
TRAIN_261,9,11,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),True,대학생,4,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,자연과학,대학원 진학,4.0,팀,1.0,B. 데이터 분석가,없음,"ADsP, SQLD, 빅데이터 분석 기사",G. 자연과학계열 연구자,주니어 (0~3년차),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원,네이버,"K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업, R. 예술, 스포츠 및 여가관련 서비스업, S. 협회 및 단체, 수리 및 기타 개인 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",0
TRAIN_262,9,30,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),False,대학생,4,5.0,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,사회과학,취업,6.0,개인,2.0,"B. 데이터 분석가, G. PM/서비스 기획자",없음,"SQLD, 빅데이터 분석 기사, 정보처리기사",D. 소프트웨어 개발자,주니어 (0~3년차),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),국내 빅테크 IT 계열 (네카라쿠배당토),온라인,100명 이상의 리스너와 10명 이상의 현직자,다수의 현직자들에게 다양한 이야기를 듣고 싶습니다.,.,"M. 전문, 과학 및 기술 서비스업",,,Python 응용,1
TRAIN_263,9,24,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,IT(컴퓨터 공학 포함),False,대학생,2,4.0,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,"IT (컴퓨터 공학 포함), 인문학",취업,6.0,개인,2.0,"A. 데이터 엔지니어, B. 데이터 분석가",없음,"ADsP, SQLD","B. 기획 / 전략 / 경영 직무, E. UI/UX 디자이너, H. 마케터 / 영업관리",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,많은 현직자들에게서 다양한 사례를 듣고 싶음,대학내일,"J. 정보통신업, P. 교육 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",1
TRAIN_264,9,0,,,,False,대학생,4,6.0,,,아니요,,내국인,에브리타임,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,,대학원 진학,,팀,2.0,A. 데이터 엔지니어,없음,"빅데이터 분석 기사, 정보처리기사",D. 소프트웨어 개발자,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),온라인,100명 이상의 리스너와 10명 이상의 현직자,현직자들의 다양한 의견을 듣고 싶어서,데이터 엔지니어,"M. 전문, 과학 및 기술 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",1
TRAIN_265,9,17,"복수 전공 ( 다중전공, 이중전공 포함 )",경제통상학,경영학,False,대학생,1,4.0,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,"자연과학, 경영학",취업,9.0,팀,2.0,B. 데이터 분석가,ADsP,"SQLD, 빅데이터 분석 기사, 태블로 관련 자격증","B. 기획 / 전략 / 경영 직무, E. UI/UX 디자이너, F. PM / 서비스 기획자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,1명의 현직자의 집중적인 이야기를 듣고싶어서 입니다.,외국계 기업,"J. 정보통신업, R. 예술, 스포츠 및 여가관련 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등)",1
TRAIN_266,9,16,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),,True,대학생,13,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,"IT (컴퓨터 공학 포함), 자연과학",취업,9.0,팀,5.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트","ADsP, 정보처리기사","빅데이터 분석 기사, 정보처리기사, 태블로 관련 자격증, 구글 애널리스트","A. 금융 / 보험 직무, E. UI/UX 디자이너, G. 자연과학계열 연구자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,너무 많으면 관리가 소홀할수있어서,네이버,"M. 전문, 과학 및 기술 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0
TRAIN_267,9,16,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,IT(컴퓨터 공학 포함),False,대학생,6,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0005 : 데이터 분석 입문반 (통계),인문학,취업,8.0,개인,6.0,"B. 데이터 분석가, E. 소프트웨어 개발자, G. PM/서비스 기획자",ADsP,"SQLD, 빅데이터 분석 기사, 정보처리기사","B. 기획 / 전략 / 경영 직무, D. 소프트웨어 개발자, F. PM / 서비스 기획자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당하지만 너무 멀게 느껴지지 않는 강연형이 집중이 잘돼서,네이버,"I. 숙박 및 음식점업, U. 국제 및 외국기관",,,"머신러닝 / 딥러닝 응용, 웹 크롤링",1
TRAIN_268,9,13,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),True,대학생,2,,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",인적 네트워크,네. 오프라인으로 참여하고 싶어요,,,,,,,"IT (컴퓨터 공학 포함), 공학 (컴퓨터 공학 제외)",취업,4.0,팀,2.0,"A. 데이터 엔지니어, B. 데이터 분석가, G. PM/서비스 기획자",없음,"ADsP, SQLD, 빅데이터 분석 기사","A. 금융 / 보험 직무, F. PM / 서비스 기획자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,다른 리스너의 질문을 통해 얻는 것도 있다고 생각해서,"IBK 기업은행, NH 투자증권",K. 금융 및 보험업,,,"Python 응용, SQL 응용, 웹 크롤링",1
TRAIN_269,9,86,단일 전공,사회과학,,False,대학생,2,,,,아니요,,내국인,인스타그램,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,사회과학,취업,4.0,팀,2.0,I. 마케터,없음,"ADsP, SQLD, 구글 애널리스트",H. 마케터 / 영업관리,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),스타트업 C-level,"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"10명 안에 못들것 같고, 100:10은 효율적일까? 싶네요","네이버웹툰, 리디북스, SKT, 차이커뮤니케이션",J. 정보통신업,,,SQL 응용,0
TRAIN_270,9,22,단일 전공,자연과학,,False,대학생,5,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0001 : 파이썬 문법 기초반,자연과학,대학원 진학,6.0,개인,2.0,H. 자연과학계열 연구자,"ADsP, 구글 애널리스트","SQLD, 빅데이터 분석 기사",G. 자연과학계열 연구자,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,리스너와 현직자가 가장 집중할 수 있는 규모라 생각했기 때문입니다. ,잘 모르겠습니다. ,"M. 전문, 과학 및 기술 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용",1
TRAIN_271,9,2,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,예체능,True,직장인,12,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,사회과학,이직,8.0,개인,3.0,G. PM/서비스 기획자,ADsP,"SQLD, 빅데이터 분석 기사, 정보처리기사, 태블로 관련 자격증, 구글 애널리스트","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원과 현직자가 분배되어야 강의의 집중도나 흐름이 원활한 것 같다,"삼성전자, 삼성카드, LG 전자, 현대자동차","J. 정보통신업, K. 금융 및 보험업",,,"데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용",1
TRAIN_272,9,24,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,IT(컴퓨터 공학 포함),False,대학생,13,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,"0004 : 데이터 분석 입문반 (머신러닝), 0005 : 데이터 분석 입문반 (통계)",인문학,취업,6.0,팀,1.0,미정,없음,"ADsP, 빅데이터 분석 기사","A. 금융 / 보험 직무, E. UI/UX 디자이너",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,"분위기는 오프라인이 훨씬 낫습니다. 그리고 사람이 너무 많으면 산만해질 수 있고, 너무 적어도 적극적인 참여를 이끌어내기 어려워요",딱히 없습니다,J. 정보통신업,,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",1
TRAIN_273,9,52,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,5,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)","큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,사회과학,취업,6.0,팀,2.0,B. 데이터 분석가,ADsP,SQLD,"A. 금융 / 보험 직무, H. 마케터 / 영업관리",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,나 이외의 사람들의 궁금한 점도 들어보고 싶어서 ,잘 모르겠다.,"K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등)",1
